"Time (s)","Pressure (hPa)"
6.502691930E3,9.098393555E2
6.502791930E3,9.098558960E2
6.502891930E3,9.098884277E2
6.502991930E3,9.099041748E2
6.503091930E3,9.099199829E2
6.503191930E3,9.099360962E2
6.503291930E3,9.099687500E2
6.503391930E3,9.099851074E2
6.503491930E3,9.100015259E2
6.503591930E3,9.100170288E2
6.503691930E3,9.100460815E2
6.503791930E3,9.100601196E2
6.503891930E3,9.100737305E2
6.503991930E3,9.100873413E2
6.504091930E3,9.101145020E2
6.504191930E3,9.101278076E2
6.504291930E3,9.101434326E2
6.504391930E3,9.101569824E2
6.504491930E3,9.101848145E2
6.504591930E3,9.101990356E2
6.504691930E3,9.102134399E2
6.504791930E3,9.102274780E2
6.504891930E3,9.102557373E2
6.504991930E3,9.102698364E2
6.505091930E3,9.102837524E2
6.505191930E3,9.102976074E2
6.505291930E3,9.103262329E2
6.505391930E3,9.103405762E2
6.505491930E3,9.103557739E2
6.505591930E3,9.103710938E2
6.505691930E3,9.104018555E2
6.505791930E3,9.104177856E2
6.505891930E3,9.104340210E2
6.505991930E3,9.104504395E2
6.506091930E3,9.104843750E2
6.506191930E3,9.105015259E2
6.506291930E3,9.105187378E2
6.506391930E3,9.105358887E2
6.506491930E3,9.105704346E2
6.506591930E3,9.105882568E2
6.506691930E3,9.106071777E2
6.506791930E3,9.106260986E2
6.506891930E3,9.106637573E2
6.506991930E3,9.106820068E2
6.507091930E3,9.106996460E2
6.507191930E3,9.107176514E2
6.507291930E3,9.107542114E2
6.507391930E3,9.107723389E2
6.507491930E3,9.107896729E2
6.507591930E3,9.108067017E2
6.507691930E3,9.108234253E2
6.507791930E3,9.108555908E2
6.507891930E3,9.108707886E2
6.507991930E3,9.108853149E2
6.508091930E3,9.108993530E2
6.508191930E3,9.109262085E2
6.508291930E3,9.109390259E2
6.508391930E3,9.109515381E2
6.508491930E3,9.109638672E2
6.508591930E3,9.109880981E2
6.508691930E3,9.110006104E2
6.508791930E3,9.110137329E2
6.508891930E3,9.110270386E2
6.508991930E3,9.110549927E2
6.509091930E3,9.110687256E2
6.509191930E3,9.110821533E2
6.509291930E3,9.110951538E2
6.509391930E3,9.111201172E2
6.509491930E3,9.111315308E2
6.509591930E3,9.111428223E2
6.509691930E3,9.111538696E2
6.509791930E3,9.111755981E2
6.509891930E3,9.111865234E2
6.509991930E3,9.111971436E2
6.510091930E3,9.112073364E2
6.510191930E3,9.112262573E2
6.510291930E3,9.112348022E2
6.510391930E3,9.112427979E2
6.510491930E3,9.112506104E2
6.510591930E3,9.112657471E2
6.510691930E3,9.112731323E2
6.510791930E3,9.112804565E2
6.510891930E3,9.112877808E2
6.510991930E3,9.113056030E2
6.511091930E3,9.113148193E2
6.511191930E3,9.113248291E2
6.511291930E3,9.113348389E2
6.511391930E3,9.113558960E2
6.511491930E3,9.113663940E2
6.511591930E3,9.113768311E2
6.511691930E3,9.113876343E2
6.511791930E3,9.114091797E2
6.511891930E3,9.114201660E2
6.511991930E3,9.114313965E2
6.512091930E3,9.114425049E2
6.512191930E3,9.114654541E2
6.512291930E3,9.114771729E2
6.512391930E3,9.114884033E2
6.512491930E3,9.114995117E2
6.512591930E3,9.115215454E2
6.512691930E3,9.115326538E2
6.512791930E3,9.115438843E2
6.512891930E3,9.115554199E2
6.512991930E3,9.115671387E2
6.513091930E3,9.115921631E2
6.513191930E3,9.116049805E2
6.513291930E3,9.116182861E2
6.513391930E3,9.116318359E2
6.513491930E3,9.116605835E2
6.513591930E3,9.116754761E2
6.513691930E3,9.116904297E2
6.513791930E3,9.117053223E2
6.513891930E3,9.117352905E2
6.513991930E3,9.117506104E2
6.514091930E3,9.117662354E2
6.514191930E3,9.117824707E2
6.514291930E3,9.118195190E2
6.514391930E3,9.118391724E2
6.514491930E3,9.118596802E2
6.514591930E3,9.118807373E2
6.514691930E3,9.119227905E2
6.514791930E3,9.119434204E2
6.514891930E3,9.119635620E2
6.514991930E3,9.119833984E2
6.515091930E3,9.120207520E2
6.515191930E3,9.120394897E2
6.515291930E3,9.120579224E2
6.515391930E3,9.120762329E2
6.515491930E3,9.121151123E2
6.515591930E3,9.121350098E2
6.515691930E3,9.121551514E2
6.515791930E3,9.121755981E2
6.515891930E3,9.122173462E2
6.515991930E3,9.122380981E2
6.516091930E3,9.122589111E2
6.516191930E3,9.122796631E2
6.516291930E3,9.123206177E2
6.516391930E3,9.123409424E2
6.516491930E3,9.123612061E2
6.516591930E3,9.123817139E2
6.516691930E3,9.124226074E2
6.516791930E3,9.124428101E2
6.516891930E3,9.124626465E2
6.516991930E3,9.124821777E2
6.517091930E3,9.125188599E2
6.517191930E3,9.125365601E2
6.517291930E3,9.125538940E2
6.517391930E3,9.125706177E2
6.517491930E3,9.126027832E2
6.517591930E3,9.126185913E2
6.517691930E3,9.126339111E2
6.517791930E3,9.126493530E2
6.517891930E3,9.126793823E2
6.517991930E3,9.126943359E2
6.518091930E3,9.127095337E2
6.518191930E3,9.127244873E2
6.518291930E3,9.127553101E2
6.518391930E3,9.127707520E2
6.518491930E3,9.127860718E2
6.518591930E3,9.128038940E2
6.518691930E3,9.128337402E2
6.518791930E3,9.128480835E2
6.518891930E3,9.128623047E2
6.518991930E3,9.128759155E2
6.519091930E3,9.128890381E2
6.519191930E3,9.129152832E2
6.519291930E3,9.129284058E2
6.519391930E3,9.129418335E2
6.519491930E3,9.129553223E2
6.519591930E3,9.129818726E2
6.519691930E3,9.129953003E2
6.519791930E3,9.130085449E2
6.519891930E3,9.130220337E2
6.519991930E3,9.130493774E2
6.520091930E3,9.130629272E2
6.520191930E3,9.130767212E2
6.520291930E3,9.130904541E2
6.520391930E3,9.131182861E2
6.520491930E3,9.131320190E2
6.520591930E3,9.131454468E2
6.520691930E3,9.131588745E2
6.520791930E3,9.131853027E2
6.520891930E3,9.131984253E2
6.520991930E3,9.132113647E2
6.521091930E3,9.132238770E2
6.521191930E3,9.132481079E2
6.521291930E3,9.132601318E2
6.521391930E3,9.132724609E2
6.521491930E3,9.132851562E2
6.521591930E3,9.133104248E2
6.521691930E3,9.133232422E2
6.521791930E3,9.133357544E2
6.521891930E3,9.133480835E2
6.521991930E3,9.133728027E2
6.522091930E3,9.133848267E2
6.522191930E3,9.133967285E2
6.522291930E3,9.134084473E2
6.522391930E3,9.134320068E2
6.522491930E3,9.134439087E2
6.522591930E3,9.134556274E2
6.522691930E3,9.134673462E2
6.522791930E3,9.134906006E2
6.522891930E3,9.135021973E2
6.522991930E3,9.135137329E2
6.523091930E3,9.135251465E2
6.523191930E3,9.135480957E2
6.523291930E3,9.135596924E2
6.523391930E3,9.135718384E2
6.523491930E3,9.135843506E2
6.523591930E3,9.136099854E2
6.523691930E3,9.136231079E2
6.523791930E3,9.136360474E2
6.523891930E3,9.136491699E2
6.523991930E3,9.136757812E2
6.524091930E3,9.136889038E2
6.524191930E3,9.137014160E2
6.524291930E3,9.137140503E2
6.524391930E3,9.137263794E2
6.524491930E3,9.137514038E2
6.524591930E3,9.137651367E2
6.524691930E3,9.137793579E2
6.524791930E3,9.137940674E2
6.524891930E3,9.138237305E2
6.524991930E3,9.138384399E2
6.525091930E3,9.138524780E2
6.525191930E3,9.138663940E2
6.525291930E3,9.138960571E2
6.525391930E3,9.139098511E2
6.525491930E3,9.139238892E2
6.525591930E3,9.139381104E2
6.525691930E3,9.139665527E2
6.525791930E3,9.139804688E2
6.525891930E3,9.139940186E2
6.525991930E3,9.140075073E2
6.526091930E3,9.140341797E2
6.526191930E3,9.140476074E2
6.526291930E3,9.140609131E2
6.526391930E3,9.140740356E2
6.526491930E3,9.140996704E2
6.526591930E3,9.141127930E2
6.526691930E3,9.141259155E2
6.526791930E3,9.141393433E2
6.526891930E3,9.141679688E2
6.526991930E3,9.141828003E2
6.527091930E3,9.141979370E2
6.527191930E3,9.142131348E2
6.527291930E3,9.142427979E2
6.527391930E3,9.142570190E2
6.527491930E3,9.142712402E2
6.527591930E3,9.142852783E2
6.527691930E3,9.143131104E2
6.527791930E3,9.143271484E2
6.527891930E3,9.143412476E2
6.527991930E3,9.143555908E2
6.528091930E3,9.143854370E2
6.528191930E3,9.144007568E2
6.528291930E3,9.144165649E2
6.528391930E3,9.144323120E2
6.528491930E3,9.144651489E2
6.528591930E3,9.144821777E2
6.528691930E3,9.144993286E2
6.528791930E3,9.145170288E2
6.528891930E3,9.145531006E2
6.528991930E3,9.145717163E2
6.529091930E3,9.145901489E2
6.529191930E3,9.146085815E2
6.529291930E3,9.146454468E2
6.529391930E3,9.146633911E2
6.529491930E3,9.146813965E2
6.529591930E3,9.146990356E2
6.529691930E3,9.147335815E2
6.529791930E3,9.147507324E2
6.529891930E3,9.147681274E2
6.529991930E3,9.147851562E2
6.530091930E3,9.148024902E2
6.530191930E3,9.148359375E2
6.530291930E3,9.148519897E2
6.530391930E3,9.148676147E2
6.530491930E3,9.148826294E2
6.530591930E3,9.149116821E2
6.530691930E3,9.149263916E2
6.530791930E3,9.149412231E2
6.530891930E3,9.149562378E2
6.530991930E3,9.149869995E2
6.531091930E3,9.150021973E2
6.531191930E3,9.150170288E2
6.531291930E3,9.150318604E2
6.531391930E3,9.150592041E2
6.531491930E3,9.150723267E2
6.531591930E3,9.150849609E2
6.531691930E3,9.150971680E2
6.531791930E3,9.151212158E2
6.531891930E3,9.151331177E2
6.531991930E3,9.151454468E2
6.532091930E3,9.151574707E2
6.532191930E3,9.151824951E2
6.532291930E3,9.151953125E2
6.532391930E3,9.152082520E2
6.532491930E3,9.152216797E2
6.532591930E3,9.152485962E2
6.532691930E3,9.152620239E2
6.532791930E3,9.152754517E2
6.532891930E3,9.152916870E2
6.532991930E3,9.153207397E2
6.533091930E3,9.153357544E2
6.533191930E3,9.153508911E2
6.533291930E3,9.153665161E2
6.533391930E3,9.153974609E2
6.533491930E3,9.154129639E2
6.533591930E3,9.154284058E2
6.533691930E3,9.154434204E2
6.533791930E3,9.154730835E2
6.533891930E3,9.154876099E2
6.533991930E3,9.155020142E2
6.534091930E3,9.155160522E2
6.534191930E3,9.155437012E2
6.534291930E3,9.155576172E2
6.534391930E3,9.155714111E2
6.534491930E3,9.155852661E2
6.534591930E3,9.156134033E2
6.534691930E3,9.156276245E2
6.534791930E3,9.156420288E2
6.534891930E3,9.156573486E2
6.534991930E3,9.156882324E2
6.535091930E3,9.157042236E2
6.535191930E3,9.157202759E2
6.535291930E3,9.157363892E2
6.535391930E3,9.157685547E2
6.535491930E3,9.157844849E2
6.535591930E3,9.158002930E2
6.535691930E3,9.158154297E2
6.535791930E3,9.158304443E2
6.535891930E3,9.158601074E2
6.535991930E3,9.158746948E2
6.536091930E3,9.158890381E2
6.536191930E3,9.159034424E2
6.536291930E3,9.159312134E2
6.536391930E3,9.159451294E2
6.536491930E3,9.159587402E2
6.536591930E3,9.159723511E2
6.536691930E3,9.159996948E2
6.536791930E3,9.160134277E2
6.536891930E3,9.160276489E2
6.536991930E3,9.160416870E2
6.537091930E3,9.160698242E2
6.537191930E3,9.160840454E2
6.537291930E3,9.160977783E2
6.537391930E3,9.161115723E2
6.537491930E3,9.161393433E2
6.537591930E3,9.161532593E2
6.537691930E3,9.161668701E2
6.537791930E3,9.161802979E2
6.537891930E3,9.162065430E2
6.537991930E3,9.162199707E2
6.538091930E3,9.162335815E2
6.538191930E3,9.162474976E2
6.538291930E3,9.162760620E2
6.538391930E3,9.162905884E2
6.538491930E3,9.163054199E2
6.538591930E3,9.163207397E2
6.538691930E3,9.163516846E2
6.538791930E3,9.163671875E2
6.538891930E3,9.163829346E2
6.538991930E3,9.163987427E2
6.539091930E3,9.164301147E2
6.539191930E3,9.164482422E2
6.539291930E3,9.164635620E2
6.539391930E3,9.164788818E2
6.539491930E3,9.165092163E2
6.539591930E3,9.165240479E2
6.539691930E3,9.165383911E2
6.539791930E3,9.165526123E2
6.539891930E3,9.165804443E2
6.539991930E3,9.165937500E2
6.540091930E3,9.166068726E2
6.540191930E3,9.166196899E2
6.540291930E3,9.166443481E2
6.540391930E3,9.166565552E2
6.540491930E3,9.166685791E2
6.540591930E3,9.166807861E2
6.540691930E3,9.167053223E2
6.540791930E3,9.167174683E2
6.540891930E3,9.167297974E2
6.540991930E3,9.167420044E2
6.541091930E3,9.167542114E2
6.541191930E3,9.167785645E2
6.541291930E3,9.167907715E2
6.541391930E3,9.168031006E2
6.541491930E3,9.168154297E2
6.541591930E3,9.168409424E2
6.541691930E3,9.168543701E2
6.541791930E3,9.168677979E2
6.541891930E3,9.168815308E2
6.541991930E3,9.169104614E2
6.542091930E3,9.169254761E2
6.542191930E3,9.169407349E2
6.542291930E3,9.169562378E2
6.542391930E3,9.169882812E2
6.542491930E3,9.170045166E2
6.542591930E3,9.170209351E2
6.542691930E3,9.170376587E2
6.542791930E3,9.170712280E2
6.542891930E3,9.170885620E2
6.542991930E3,9.171063843E2
6.543091930E3,9.171245117E2
6.543191930E3,9.171612549E2
6.543291930E3,9.171798096E2
6.543391930E3,9.171984253E2
6.543491930E3,9.172168579E2
6.543591930E3,9.172543335E2
6.543691930E3,9.172727661E2
6.543791930E3,9.172910767E2
6.543891930E3,9.173092041E2
6.543991930E3,9.173444824E2
6.544091930E3,9.173616943E2
6.544191930E3,9.173787231E2
6.544291930E3,9.173957520E2
6.544391930E3,9.174293823E2
6.544491930E3,9.174459229E2
6.544591930E3,9.174626465E2
6.544691930E3,9.174790649E2
6.544791930E3,9.175115356E2
6.544891930E3,9.175279541E2
6.544991930E3,9.175440674E2
6.545091930E3,9.175601196E2
6.545191930E3,9.175929565E2
6.545291930E3,9.176091919E2
6.545391930E3,9.176253052E2
6.545491930E3,9.176413574E2
6.545591930E3,9.176727905E2
6.545691930E3,9.176881104E2
6.545791930E3,9.177032471E2
6.545891930E3,9.177184448E2
6.545991930E3,9.177482910E2
6.546091930E3,9.177632446E2
6.546191930E3,9.177779541E2
6.546291930E3,9.177927856E2
6.546391930E3,9.178223267E2
6.546491930E3,9.178365479E2
6.546591930E3,9.178508911E2
6.546691930E3,9.178648071E2
6.546791930E3,9.178946533E2
6.546891930E3,9.179082642E2
6.546991930E3,9.179218750E2
6.547091930E3,9.179354248E2
6.547191930E3,9.179489136E2
6.547291930E3,9.179757690E2
6.547391930E3,9.179893799E2
6.547491930E3,9.180032349E2
6.547591930E3,9.180176392E2
6.547691930E3,9.180466919E2
6.547791930E3,9.180614014E2
6.547891930E3,9.180757446E2
6.547991930E3,9.180904541E2
6.548091930E3,9.181199951E2
6.548191930E3,9.181350098E2
6.548291930E3,9.181502686E2
6.548391930E3,9.181657715E2
6.548491930E3,9.181967163E2
6.548591930E3,9.182123413E2
6.548691930E3,9.182280884E2
6.548791930E3,9.182443848E2
6.548891930E3,9.182771606E2
6.548991930E3,9.182935791E2
6.549091930E3,9.183101196E2
6.549191930E3,9.183260498E2
6.549291930E3,9.183552856E2
6.549391930E3,9.183679199E2
6.549491930E3,9.183790283E2
6.549591930E3,9.183864136E2
6.549691930E3,9.183962402E2
6.549791930E3,9.183995361E2
6.549891930E3,9.184015503E2
6.549991930E3,9.184021606E2
6.550091930E3,9.184026489E2
6.550191930E3,9.184029541E2
6.550291930E3,9.184032593E2
6.550391930E3,9.184038696E2
6.550491930E3,9.184057617E2
6.550591930E3,9.184068604E2
6.550691930E3,9.184084473E2
6.550791930E3,9.184115601E2
6.550891930E3,9.184202881E2
6.550991930E3,9.184254761E2
6.551091930E3,9.184312134E2
6.551191930E3,9.184376221E2
6.551291930E3,9.184507446E2
6.551391930E3,9.184577637E2
6.551491930E3,9.184652710E2
6.551591930E3,9.184738770E2
6.551691930E3,9.184934082E2
6.551791930E3,9.185043335E2
6.551891930E3,9.185157471E2
6.551991930E3,9.185282593E2
6.552091930E3,9.185548096E2
6.552191930E3,9.185682373E2
6.552291930E3,9.185821533E2
6.552391930E3,9.185965576E2
6.552491930E3,9.186107788E2
6.552591930E3,9.186399536E2
6.552691930E3,9.186546631E2
6.552791930E3,9.186696777E2
6.552891930E3,9.186846924E2
6.552991930E3,9.187168579E2
6.553091930E3,9.187366943E2
6.553191930E3,9.187550049E2
6.553291930E3,9.187748413E2
6.553391930E3,9.188187256E2
6.553491930E3,9.188451538E2
6.553591930E3,9.188732910E2
6.553691930E3,9.189029541E2
6.553791930E3,9.189654541E2
6.553891930E3,9.189982910E2
6.553991930E3,9.190312500E2
6.554091930E3,9.190637207E2
6.554191930E3,9.191289062E2
6.554291930E3,9.191610718E2
6.554391930E3,9.191932373E2
6.554491930E3,9.192252808E2
6.554591930E3,9.192887573E2
6.554691930E3,9.193201294E2
6.554791930E3,9.193512573E2
6.554891930E3,9.193821411E2
6.554991930E3,9.194429321E2
6.555091930E3,9.194719849E2
6.555191930E3,9.195004272E2
6.555291930E3,9.195280762E2
6.555391930E3,9.195818481E2
6.555491930E3,9.196071777E2
6.555591930E3,9.196317139E2
6.555691930E3,9.196559448E2
6.555791930E3,9.197020264E2
6.555891930E3,9.197237549E2
6.555991930E3,9.197449951E2
6.556091930E3,9.197656250E2
6.556191930E3,9.198067017E2
6.556291930E3,9.198264160E2
6.556391930E3,9.198455811E2
6.556491930E3,9.198646851E2
6.556591930E3,9.199018555E2
6.556691930E3,9.199193726E2
6.556791930E3,9.199367065E2
6.556891930E3,9.199534302E2
6.556991930E3,9.199855957E2
6.557091930E3,9.200007324E2
6.557191930E3,9.200156250E2
6.557291930E3,9.200302734E2
6.557391930E3,9.200582886E2
6.557491930E3,9.200714111E2
6.557591930E3,9.200842285E2
6.557691930E3,9.200965576E2
6.557791930E3,9.201087036E2
6.557891930E3,9.201329346E2
6.557991930E3,9.201449585E2
6.558091930E3,9.201571655E2
6.558191930E3,9.201691895E2
6.558291930E3,9.201928101E2
6.558391930E3,9.202045288E2
6.558491930E3,9.202160645E2
6.558591930E3,9.202276611E2
6.558691930E3,9.202512207E2
6.558791930E3,9.202632446E2
6.558891930E3,9.202752686E2
6.558991930E3,9.202874756E2
6.559091930E3,9.203118286E2
6.559191930E3,9.203243408E2
6.559291930E3,9.203368530E2
6.559391930E3,9.203493652E2
6.559491930E3,9.203760986E2
6.559591930E3,9.203879395E2
6.559691930E3,9.203996582E2
6.559791930E3,9.204110718E2
6.559891930E3,9.204321899E2
6.559991930E3,9.204426270E2
6.560091930E3,9.204528198E2
6.560191930E3,9.204627686E2
6.560291930E3,9.204822998E2
6.560391930E3,9.204918823E2
6.560491930E3,9.205012207E2
6.560591930E3,9.205103149E2
6.560691930E3,9.205227661E2
6.560791930E3,9.205260620E2
6.560891930E3,9.205270386E2
6.560991930E3,9.205254517E2
6.561091930E3,9.205139160E2
6.561191930E3,9.205068359E2
6.561291930E3,9.204995117E2
6.561391930E3,9.204920044E2
6.561491930E3,9.204776611E2
6.561591930E3,9.204707642E2
6.561691930E3,9.204640503E2
6.561791930E3,9.204577637E2
6.561891930E3,9.204475098E2
6.561991930E3,9.204429321E2
6.562091930E3,9.204393311E2
6.562191930E3,9.204365234E2
6.562291930E3,9.204360962E2
6.562391930E3,9.204373169E2
6.562491930E3,9.204395142E2
6.562591930E3,9.204426270E2
6.562691930E3,9.204532471E2
6.562791930E3,9.204604492E2
6.562891930E3,9.204687500E2
6.562991930E3,9.204783936E2
6.563091930E3,9.205050049E2
6.563191930E3,9.205202637E2
6.563291930E3,9.205368652E2
6.563391930E3,9.205546875E2
6.563491930E3,9.205745239E2
6.563591930E3,9.206162109E2
6.563691930E3,9.206378174E2
6.563791930E3,9.206594849E2
6.563891930E3,9.206818848E2
6.563991930E3,9.207276611E2
6.564091930E3,9.207507324E2
6.564191930E3,9.207745361E2
6.564291930E3,9.207985840E2
6.564391930E3,9.208466797E2
6.564491930E3,9.208709106E2
6.564591930E3,9.208949585E2
6.564691930E3,9.209201660E2
6.564791930E3,9.209737549E2
6.564891930E3,9.210025024E2
6.564991930E3,9.210329590E2
6.565091930E3,9.210657349E2
6.565191930E3,9.211334229E2
6.565291930E3,9.211677856E2
6.565391930E3,9.212020264E2
6.565491930E3,9.212354736E2
6.565591930E3,9.212999878E2
6.565691930E3,9.213312378E2
6.565791930E3,9.213615723E2
6.565891930E3,9.213901367E2
6.565991930E3,9.214456177E2
6.566091930E3,9.214723511E2
6.566191930E3,9.214984131E2
6.566291930E3,9.215240479E2
6.566391930E3,9.215735474E2
6.566491930E3,9.215976562E2
6.566591930E3,9.216250000E2
6.566691930E3,9.216474609E2
6.566791930E3,9.216909180E2
6.566891930E3,9.217115479E2
6.566991930E3,9.217313843E2
6.567091930E3,9.217506104E2
6.567191930E3,9.217876587E2
6.567291930E3,9.218054199E2
6.567391930E3,9.218226318E2
6.567491930E3,9.218395386E2
6.567591930E3,9.218723145E2
6.567691930E3,9.218882446E2
6.567791930E3,9.219040527E2
6.567891930E3,9.219194946E2
6.567991930E3,9.219501343E2
6.568091930E3,9.219654541E2
6.568191930E3,9.219804688E2
6.568291930E3,9.219953003E2
6.568391930E3,9.220251465E2
6.568491930E3,9.220399780E2
6.568591930E3,9.220541992E2
6.568691930E3,9.220684204E2
6.568791930E3,9.220960693E2
6.568891930E3,9.221094971E2
6.568991930E3,9.221229248E2
6.569091930E3,9.221360474E2
6.569191930E3,9.221488647E2
6.569291930E3,9.221735840E2
6.569391930E3,9.221851196E2
6.569491930E3,9.221968384E2
6.569591930E3,9.222087402E2
6.569691930E3,9.222319946E2
6.569791930E3,9.222437134E2
6.569891930E3,9.222553101E2
6.569991930E3,9.222665405E2
6.570091930E3,9.222888794E2
6.570191930E3,9.222996826E2
6.570291930E3,9.223106079E2
6.570391930E3,9.223217163E2
6.570491930E3,9.223448486E2
6.570591930E3,9.223569946E2
6.570691930E3,9.223693848E2
6.570791930E3,9.223814087E2
6.570891930E3,9.224052734E2
6.570991930E3,9.224174805E2
6.571091930E3,9.224298096E2
6.571191930E3,9.224421387E2
6.571291930E3,9.224673462E2
6.571391930E3,9.224794922E2
6.571491930E3,9.224913940E2
6.571591930E3,9.225031128E2
6.571691930E3,9.225259399E2
6.571791930E3,9.225369873E2
6.571891930E3,9.225477905E2
6.571991930E3,9.225587158E2
6.572091930E3,9.225803223E2
6.572191930E3,9.225909424E2
6.572291930E3,9.226013794E2
6.572391930E3,9.226119995E2
6.572491930E3,9.226334229E2
6.572591930E3,9.226442261E2
6.572691930E3,9.226554565E2
6.572791930E3,9.226665649E2
6.572891930E3,9.226890259E2
6.572991930E3,9.227003174E2
6.573091930E3,9.227115479E2
6.573191930E3,9.227227783E2
6.573291930E3,9.227457886E2
6.573391930E3,9.227579346E2
6.573491930E3,9.227702637E2
6.573591930E3,9.227826538E2
6.573691930E3,9.228093262E2
6.573791930E3,9.228215332E2
6.573891930E3,9.228338623E2
6.573991930E3,9.228462524E2
6.574091930E3,9.228713989E2
6.574191930E3,9.228840332E2
6.574291930E3,9.228965454E2
6.574391930E3,9.229088745E2
6.574491930E3,9.229328003E2
6.574591930E3,9.229446411E2
6.574691930E3,9.229565430E2
6.574791930E3,9.229684448E2
6.574891930E3,9.229804688E2
6.574991930E3,9.230057373E2
6.575091930E3,9.230190430E2
6.575191930E3,9.230326538E2
6.575291930E3,9.230466919E2
6.575391930E3,9.230771484E2
6.575491930E3,9.230929565E2
6.575591930E3,9.231091919E2
6.575691930E3,9.231259155E2
6.575791930E3,9.231605835E2
6.575891930E3,9.231782837E2
6.575991930E3,9.231962280E2
6.576091930E3,9.232143555E2
6.576191930E3,9.232496948E2
6.576291930E3,9.232671509E2
6.576391930E3,9.232841797E2
6.576491930E3,9.233013916E2
6.576591930E3,9.233351440E2
6.576691930E3,9.233518677E2
6.576791930E3,9.233684082E2
6.576891930E3,9.233848267E2
6.576991930E3,9.234165649E2
6.577091930E3,9.234318848E2
6.577191930E3,9.234468384E2
6.577291930E3,9.234616699E2
6.577391930E3,9.234896851E2
6.577491930E3,9.235031128E2
6.577591930E3,9.235162354E2
6.577691930E3,9.235290527E2
6.577791930E3,9.235537109E2
6.577891930E3,9.235661011E2
6.577991930E3,9.235785522E2
6.578091930E3,9.235912476E2
6.578191930E3,9.236170044E2
6.578291930E3,9.236300049E2
6.578391930E3,9.236424561E2
6.578491930E3,9.236551514E2
6.578591930E3,9.236799927E2
6.578691930E3,9.236923218E2
6.578791930E3,9.237053223E2
6.578891930E3,9.237184448E2
6.578991930E3,9.237473145E2
6.579091930E3,9.237628174E2
6.579191930E3,9.237782593E2
6.579291930E3,9.237940674E2
6.579391930E3,9.238260498E2
6.579491930E3,9.238421631E2
6.579591930E3,9.238585815E2
6.579691930E3,9.238753052E2
6.579791930E3,9.239087524E2
6.579891930E3,9.239255981E2
6.579991930E3,9.239421387E2
6.580091930E3,9.239584351E2
6.580191930E3,9.239741821E2
6.580291930E3,9.240053101E2
6.580391930E3,9.240207520E2
6.580491930E3,9.240383911E2
6.580591930E3,9.240534058E2
6.580691930E3,9.240823364E2
6.580791930E3,9.240962524E2
6.580891930E3,9.241096802E2
6.580991930E3,9.241231079E2
6.581091930E3,9.241493530E2
6.581191930E3,9.241624756E2
6.581291930E3,9.241754761E2
6.581391930E3,9.241881104E2
6.581491930E3,9.242129517E2
6.581591930E3,9.242252808E2
6.581691930E3,9.242374878E2
6.581791930E3,9.242498169E2
6.581891930E3,9.242751465E2
6.581991930E3,9.242880859E2
6.582091930E3,9.243015137E2
6.582191930E3,9.243151245E2
6.582291930E3,9.243427734E2
6.582391930E3,9.243568726E2
6.582491930E3,9.243710938E2
6.582591930E3,9.243854370E2
6.582691930E3,9.244144897E2
6.582791930E3,9.244290161E2
6.582891930E3,9.244442139E2
6.582991930E3,9.244598389E2
6.583091930E3,9.244918823E2
6.583191930E3,9.245081177E2
6.583291930E3,9.245243530E2
6.583391930E3,9.245404663E2
6.583491930E3,9.245725098E2
6.583591930E3,9.245888672E2
6.583691930E3,9.246055908E2
6.583791930E3,9.246224976E2
6.583891930E3,9.246568604E2
6.583991930E3,9.246740723E2
6.584091930E3,9.246914062E2
6.584191930E3,9.247087402E2
6.584291930E3,9.247432861E2
6.584391930E3,9.247604370E2
6.584491930E3,9.247773438E2
6.584591930E3,9.247941895E2
6.584691930E3,9.248287354E2
6.584791930E3,9.248462524E2
6.584891930E3,9.248641968E2
6.584991930E3,9.248825073E2
6.585091930E3,9.249193726E2
6.585191930E3,9.249379272E2
6.585291930E3,9.249573364E2
6.585391930E3,9.249766846E2
6.585491930E3,9.250160522E2
6.585591930E3,9.250358887E2
6.585691930E3,9.250557861E2
6.585791930E3,9.250756226E2
6.585891930E3,9.250952759E2
6.585991930E3,9.251337280E2
6.586091930E3,9.251520386E2
6.586191930E3,9.251701660E2
6.586291930E3,9.251878052E2
6.586391930E3,9.252227783E2
6.586491930E3,9.252395020E2
6.586591930E3,9.252556152E2
6.586691930E3,9.252710571E2
6.586791930E3,9.253010864E2
6.586891930E3,9.253154297E2
6.586991930E3,9.253296509E2
6.587091930E3,9.253438721E2
6.587191930E3,9.253715210E2
6.587291930E3,9.253851318E2
6.587391930E3,9.253987427E2
6.587491930E3,9.254124756E2
6.587591930E3,9.254398193E2
6.587691930E3,9.254532471E2
6.587791930E3,9.254663696E2
6.587891930E3,9.254791870E2
6.587991930E3,9.255068359E2
6.588091930E3,9.255193481E2
6.588191930E3,9.255318604E2
6.588291930E3,9.255441895E2
6.588391930E3,9.255682373E2
6.588491930E3,9.255799561E2
6.588591930E3,9.255918579E2
6.588691930E3,9.256035767E2
6.588791930E3,9.256271973E2
6.588891930E3,9.256389160E2
6.588991930E3,9.256504517E2
6.589091930E3,9.256623535E2
6.589191930E3,9.256859131E2
6.589291930E3,9.256976318E2
6.589391930E3,9.257095337E2
6.589491930E3,9.257215576E2
6.589591930E3,9.257459106E2
6.589691930E3,9.257582397E2
6.589791930E3,9.257704468E2
6.589891930E3,9.257824707E2
